mileage,make,fuel,gear,offerType,price,hp,year
156668,23,2,1,4,8950,120.0,2017
41350,43,2,1,4,8950,75.0,2017
40860,23,7,1,4,8970,80.0,2017
145400,43,2,1,4,8980,160.0,2017
172000,23,2,1,4,7690,120.0,2018
101600,55,7,1,4,7690,72.0,2018
24000,43,7,1,4,7890,75.0,2018
86900,43,2,1,4,7890,75.0,2018
121100,43,2,1,4,7980,110.0,2018
123000,23,2,1,4,7990,105.0,2018
87600,55,7,1,4,7990,69.0,2018
40000,45,7,1,4,7999,69.0,2018
115125,50,2,1,4,8211,75.0,2018
52199,57,7,1,4,8450,60.0,2018
11321,48,7,1,4,8480,69.0,2018
8232,22,7,1,4,8500,69.0,2018
68799,57,7,1,4,8550,60.0,2018
43400,55,10,1,4,8584,72.0,2018
90000,50,2,1,4,8690,90.0,2018
22154,22,7,1,4,8740,69.0,2018
125000,23,2,1,4,8890,120.0,2018
24400,57,7,1,4,8950,75.0,2018
39878,48,7,1,4,8950,73.0,2018
42820,57,7,1,4,8950,60.0,2018
20,50,7,1,1,13400,75.0,2019
14300,23,5,1,1,15580,125.0,2020
20,23,7,1,3,15880,101.0,2020
13500,23,7,1,1,15980,125.0,2020
80,23,7,1,3,15980,101.0,2020
25750,57,7,1,4,16395,116.0,2020
7150,49,3,0,4,16440,83.0,2020
10,23,7,1,3,16480,95.0,2020
15100,23,7,1,1,16980,101.0,2020
37,23,7,1,3,17280,140.0,2020
12400,50,7,1,4,17440,110.0,2020
7800,57,7,1,4,17450,95.0,2020
18532,50,2,1,4,17470,116.0,2020
8950,57,7,1,4,17480,116.0,2020
24000,23,7,1,1,17680,125.0,2020
9750,23,2,1,1,17770,86.0,2020
14700,43,7,1,4,17900,131.0,2020
6100,50,7,1,0,17940,95.0,2020
20100,23,7,1,1,17980,125.0,2020
15,50,1,1,3,17980,90.0,2020
7500,23,7,1,4,17990,125.0,2020
1000,25,7,1,0,13590,84.0,2021
9,55,7,0,3,13590,72.0,2021
9,55,7,0,3,13590,72.0,2021
15,22,5,1,3,13780,69.0,2021
1860,31,7,1,0,13888,84.0,2021
100,45,7,1,0,13900,72.0,2021
281,18,9,1,4,13970,101.0,2021
258,18,9,1,4,13970,101.0,2021
100,22,7,1,3,13990,69.0,2021
10,25,7,1,3,13990,101.0,2021
10,25,7,1,3,13990,101.0,2021
1050,50,7,1,3,14245,95.0,2021
10,18,7,1,4,14270,91.0,2021
15,22,5,1,3,14280,69.0,2021
165,25,7,0,4,14289,84.0,2021
165,25,7,0,4,14289,84.0,2021
150,50,7,1,3,14290,95.0,2021
150,50,7,1,3,14290,95.0,2021
9,50,7,1,1,14390,95.0,2021
9,50,7,1,1,14390,95.0,2021
141800,24,7,1,4,9490,156.0,2011
88200,50,9,1,4,9500,160.0,2011
112600,23,2,0,4,9500,163.0,2011
61000,39,7,1,4,9600,95.0,2011
55100,23,7,1,4,9690,150.0,2011
167500,57,2,1,4,9810,140.0,2011
85000,57,7,1,4,9850,86.0,2011
198750,57,2,1,4,9860,170.0,2011
65000,24,5,0,4,9890,88.0,2011
169000,57,7,1,4,9900,200.0,2011
60000,45,7,1,4,9900,156.0,2011
160432,57,2,0,4,9940,170.0,2011
185000,39,7,1,4,9950,156.0,2011
120875,23,2,1,4,9985,200.0,2011
136000,57,7,1,4,9990,122.0,2011
68366,25,7,1,4,9990,140.0,2011
66800,57,2,0,4,9990,105.0,2011
100000,50,7,1,4,8980,122.0,2012
105626,25,7,1,4,8990,135.0,2012
63950,45,7,0,4,8990,156.0,2012
73837,17,7,1,4,8990,120.0,2012
99000,43,7,1,4,8990,140.0,2012
120000,38,7,1,4,8998,150.0,2012
81000,57,7,0,4,8999,122.0,2012
61407,31,7,1,4,8999,125.0,2012
83563,13,2,1,4,8999,150.0,2012
163000,58,2,0,4,9000,163.0,2012
180000,41,2,1,4,9000,177.0,2012
112665,23,7,1,4,9240,150.0,2012
134000,57,7,1,4,9400,140.0,2012
81439,23,7,1,4,9440,182.0,2012
26000,55,7,1,4,9490,132.0,2012
104900,55,5,0,4,9490,136.0,2012
182982,39,2,1,4,9490,136.0,2012
99943,55,5,0,4,9499,99.0,2012
46328,55,7,1,4,9990,132.0,2013
83513,31,7,1,4,9990,135.0,2013
68500,57,7,1,4,9990,140.0,2013
191190,45,2,0,4,9990,163.0,2013
15000,45,2,1,4,9990,92.0,2013
82500,55,7,1,4,9990,132.0,2013
63000,57,2,1,4,9998,105.0,2013
80000,57,7,0,4,9999,105.0,2013
208535,57,2,1,4,9999,150.0,2013
91600,43,7,1,4,10100,170.0,2013
124837,24,7,1,4,10250,156.0,2013
80000,39,7,1,4,10399,122.0,2013
135000,58,2,1,4,10480,114.0,2013
143235,41,7,1,4,10500,150.0,2013
104000,31,7,1,4,10500,135.0,2013
93500,25,2,1,4,10500,116.0,2013
89572,57,7,1,4,10550,122.0,2013
96700,55,7,0,4,10590,99.0,2013
98565,58,2,1,4,10600,114.0,2013
39175,31,7,1,4,9990,132.0,2014
72172,48,7,1,4,9995,120.0,2014
120871,49,7,0,4,9999,150.0,2014
35500,31,7,1,4,9999,125.0,2014
57000,24,7,1,4,9999,141.0,2014
118000,23,2,1,4,10000,140.0,2014
16063,48,7,1,4,10000,90.0,2014
99489,49,7,1,4,10190,140.0,2014
68700,13,2,1,4,10279,114.0,2014
74000,25,2,1,4,10290,116.0,2014
40130,48,7,1,4,10395,90.0,2014
78800,50,2,1,4,10450,105.0,2014
59360,50,7,1,4,10470,122.0,2014
125184,30,2,1,4,10490,163.0,2014
84148,57,2,1,4,10490,105.0,2014
113000,55,7,1,4,10498,132.0,2014
103600,43,7,1,4,10499,140.0,2014
48300,31,7,1,4,10500,99.0,2014
71630,6,7,1,4,10690,136.0,2014
21794,23,7,1,4,10299,101.0,2015
71611,23,7,1,4,10340,125.0,2015
33538,49,7,1,4,10390,105.0,2015
191650,41,2,1,4,10400,150.0,2015
57471,50,7,1,4,10450,86.0,2015
37688,57,7,0,4,10485,75.0,2015
67076,43,7,0,4,10490,170.0,2015
63522,57,2,1,4,10490,110.0,2015
91300,48,7,1,4,10490,90.0,2015
56433,50,7,1,4,10490,90.0,2015
93450,48,7,1,4,10490,116.0,2015
74084,43,7,1,4,10490,125.0,2015
71772,42,7,1,4,10490,116.0,2015
42200,48,7,1,4,10495,90.0,2015
114559,57,2,1,4,10499,110.0,2015
25200,31,7,1,4,10650,132.0,2015
70300,31,7,1,4,10650,135.0,2015
25700,23,7,1,4,10685,101.0,2015
74300,31,7,1,4,10700,120.0,2015
52900,50,7,1,4,9499,90.0,2016
37000,45,7,1,4,9499,82.0,2016
170500,50,2,0,4,9500,110.0,2016
73350,13,7,1,4,9500,110.0,2016
64200,43,2,1,4,9650,95.0,2016
86800,49,2,1,4,9650,110.0,2016
10701,45,7,1,4,9650,82.0,2016
176000,57,2,1,4,9680,102.0,2016
113793,57,2,1,4,9690,110.0,2016
33462,60,7,0,4,9690,90.0,2016
101522,43,2,1,4,9770,110.0,2016
70350,23,2,1,4,9799,120.0,2016
55114,53,7,1,4,9850,136.0,2016
70000,43,7,1,4,9850,140.0,2016
72300,49,2,1,4,9850,110.0,2016
12993,45,7,1,4,9855,82.0,2016
83744,23,7,1,4,8840,86.0,2017
81972,23,7,1,4,8840,86.0,2017
36759,23,2,1,4,8840,75.0,2017
38392,22,7,1,4,8850,95.0,2017
124584,43,2,1,4,8880,110.0,2017
47000,48,7,1,4,8888,73.0,2017
53438,50,7,1,4,8890,90.0,2017
16435,50,7,1,4,8890,60.0,2017
82477,43,2,1,4,8890,110.0,2017
122277,50,2,1,4,8900,116.0,2017
25690,43,7,1,4,8930,69.0,2017
54500,48,7,1,4,8955,90.0,2017
45812,57,7,1,4,8960,60.0,2017
44100,23,2,1,4,8980,75.0,2017
62720,43,7,1,4,8990,90.0,2017
48989,50,7,1,4,8990,60.0,2017
24411,43,7,1,4,8990,90.0,2017
49977,25,7,1,4,8990,101.0,2017
186600,57,2,1,4,8990,102.0,2017
30845,32,7,1,4,8990,98.0,2017
38628,57,7,1,4,8430,60.0,2018
53544,23,7,1,4,8440,71.0,2018
12000,43,7,1,4,8490,69.0,2018
19800,43,7,1,4,8490,69.0,2018
24550,43,7,1,4,8490,69.0,2018
32151,50,7,1,4,8490,60.0,2018
61600,43,7,1,4,8490,90.0,2018
62240,55,7,1,4,8690,69.0,2018
23996,55,7,1,4,8700,72.0,2018
23941,23,7,1,4,8740,71.0,2018
29961,23,7,1,4,8740,71.0,2018
16000,43,7,1,4,8790,69.0,2018
69986,23,7,1,4,8840,71.0,2018
25730,43,7,1,4,8890,75.0,2018
49850,18,7,1,4,8900,90.0,2018
39751,23,7,1,4,8940,71.0,2018
29986,43,7,1,4,8940,69.0,2018
47580,55,7,1,4,8990,72.0,2018
25450,43,7,1,4,8990,90.0,2018
8600,43,7,1,4,8990,69.0,2018
10526,57,2,1,4,24830,116.0,2019
16200,57,7,0,4,24900,150.0,2019
19900,57,7,0,4,24900,150.0,2019
13985,57,7,1,4,25830,150.0,2019
17474,57,7,1,4,25830,150.0,2019
13200,57,2,0,4,25930,150.0,2019
3908,57,7,1,4,26460,150.0,2019
67,51,2,0,4,27490,178.0,2019
26404,57,2,0,4,28930,150.0,2019
19463,57,7,1,4,29430,150.0,2019
27629,52,2,1,4,29691,147.0,2019
17311,57,7,0,4,29730,245.0,2019
13444,3,7,1,4,29980,200.0,2019
49990,57,2,0,4,29990,190.0,2019
18699,57,2,0,4,32930,190.0,2019
22613,23,7,1,4,7840,71.0,2019
25602,23,7,1,4,7840,71.0,2019
17150,23,7,1,1,25990,165.0,2020
6635,49,7,1,0,26350,150.0,2020
12087,5,7,0,1,26450,150.0,2020
600,39,7,1,1,26480,136.0,2020
23315,50,7,1,1,26480,150.0,2020
26900,39,7,0,1,26680,136.0,2020
12900,39,7,1,1,26890,163.0,2020
4500,39,7,1,1,26890,136.0,2020
1300,39,7,1,1,26890,136.0,2020
8000,57,7,1,4,26900,131.0,2020
8000,57,7,1,4,26900,131.0,2020
8000,57,2,0,4,26900,116.0,2020
4007,49,7,1,0,26950,150.0,2020
8341,5,7,0,1,26980,116.0,2020
15645,23,5,0,1,26990,188.0,2020
7205,5,7,0,4,27310,116.0,2020
8699,5,7,0,1,27390,150.0,2020
25,49,7,0,3,27650,150.0,2020
21755,5,2,0,1,27810,116.0,2020
5500,39,7,1,1,27890,163.0,2020
10,23,7,1,3,23500,200.0,2021
1000,23,7,1,0,23990,120.0,2021
10,23,7,1,3,24190,125.0,2021
1,57,7,0,3,25189,110.0,2021
1300,51,7,0,0,25990,163.0,2021
10,30,7,0,3,26940,150.0,2021
10,30,7,0,3,26940,150.0,2021
10,30,7,0,3,26940,150.0,2021
6,50,7,1,0,27890,110.0,2021
750,48,5,0,0,28600,91.0,2021
1200,51,7,0,0,33575,163.0,2021
650,23,2,0,0,34390,150.0,2021
1500,41,7,1,0,9950,71.0,2021
182815,39,7,0,4,4490,95.0,2011
175000,50,2,1,4,4490,75.0,2011
113000,43,7,1,4,4490,87.0,2011
170306,50,7,0,4,4499,105.0,2011
163094,22,2,1,4,4499,101.0,2011
78350,23,7,1,4,4499,150.0,2011
105000,50,7,1,4,4499,69.0,2011
126000,13,2,1,4,4499,92.0,2011
131750,49,7,1,4,4500,86.0,2011
196500,43,2,1,4,4500,110.0,2011
123500,22,7,0,4,4500,69.0,2011
185000,43,2,1,4,4500,110.0,2011
42000,60,7,2,4,4500,71.0,2011
108300,43,7,1,4,4500,120.0,2011
56000,11,7,1,4,4500,101.0,2011
165752,50,2,1,4,5288,105.0,2012
95395,31,7,1,4,5290,86.0,2012
54374,60,7,2,4,5290,71.0,2012
114500,31,7,1,4,5290,90.0,2012
53849,48,7,1,4,5298,75.0,2012
72000,60,7,0,4,5299,71.0,2012
114233,11,7,1,4,5299,140.0,2012
196000,43,7,1,4,5299,120.0,2012
135700,55,7,1,4,5300,69.0,2012
33000,23,7,1,4,5340,60.0,2012
170000,13,2,1,4,5350,111.0,2012
72686,57,7,1,4,5390,60.0,2012
94000,43,7,1,4,5399,120.0,2012
105000,42,7,1,4,5399,98.0,2012
60950,23,7,1,4,5400,80.0,2012
147797,43,2,1,4,5400,131.0,2012
150150,55,7,1,4,5400,99.0,2012
171000,13,2,1,4,5450,128.0,2012
62571,48,7,1,4,5450,75.0,2012
125800,57,7,1,4,5800,150.0,2013
46400,60,7,0,4,5850,71.0,2013
154000,23,2,1,4,5850,116.0,2013
33900,57,7,1,4,5870,60.0,2013
51000,49,7,1,4,5890,60.0,2013
79400,25,7,1,4,5900,86.0,2013
99671,49,7,1,4,5900,69.0,2013
91500,23,7,1,4,5900,80.0,2013
158000,45,2,0,4,5900,114.0,2013
103850,13,7,1,4,5900,95.0,2013
143000,23,2,1,4,5900,105.0,2013
133000,57,7,1,4,5900,90.0,2013
190000,13,2,1,4,5948,128.0,2013
65988,43,2,1,4,5950,75.0,2013
84768,18,7,1,4,5950,90.0,2013
84359,22,7,1,4,5950,69.0,2013
75500,45,7,1,4,5950,68.0,2013
129375,45,7,1,4,5950,132.99098671726756,2013
73564,60,7,0,4,5950,71.0,2013
125545,22,7,1,4,6250,69.0,2014
62925,49,7,1,4,6250,60.0,2014
58000,43,7,1,4,6290,87.0,2014
99565,18,7,1,4,6290,90.0,2014
118668,22,7,1,4,6299,86.0,2014
63000,50,7,1,4,6300,60.0,2014
63000,49,7,1,4,6300,60.0,2014
48000,48,7,1,4,6300,75.0,2014
59950,60,7,0,4,6350,71.0,2014
54042,57,7,1,4,6350,60.0,2014
62300,24,7,1,4,6350,90.0,2014
36100,57,1,1,4,6350,68.0,2014
105000,48,2,1,4,6390,90.0,2014
46632,55,7,1,4,6390,69.0,2014
98000,43,7,1,4,6399,87.0,2014
70000,57,7,1,4,6399,75.0,2014
76000,49,7,1,4,6400,69.0,2014
49250,43,7,1,4,6400,69.0,2014
43520,31,7,1,4,6400,86.0,2014
35000,60,7,0,4,6800,61.0,2015
50050,25,7,1,4,6800,87.0,2015
84542,13,7,1,4,6850,82.0,2015
71000,55,7,1,4,6850,69.0,2015
113700,60,7,1,4,6850,71.0,2015
41721,48,3,0,4,6850,58.0,2015
63257,57,1,1,4,6880,68.0,2015
83899,13,7,1,4,6890,68.0,2015
73800,60,7,1,4,6899,71.0,2015
149457,48,2,1,4,6899,110.0,2015
47820,23,7,1,4,6900,80.0,2015
114500,24,7,1,4,6900,90.0,2015
41046,13,7,1,4,6900,69.0,2015
56211,25,7,1,4,6900,67.0,2015
33800,43,7,1,4,6900,101.0,2015
46000,60,7,1,4,6900,71.0,2015
67800,43,7,1,4,6900,87.0,2015
76000,42,2,1,4,6900,90.0,2015
107000,42,7,1,4,6950,80.0,2015
151000,23,2,1,4,6350,95.0,2016
90362,50,7,1,4,6350,75.0,2016
122200,48,7,1,4,6350,90.0,2016
22500,49,7,1,4,6390,60.0,2016
90365,57,7,1,4,6390,60.0,2016
65571,25,7,1,4,6400,67.0,2016
55000,43,7,1,4,6400,69.0,2016
41000,50,7,1,4,6400,60.0,2016
59809,49,7,1,4,6444,60.0,2016
56000,57,7,1,4,6450,60.0,2016
138387,57,2,1,4,6450,75.0,2016
45000,13,7,1,4,6490,69.0,2016
29900,53,7,1,4,6490,68.0,2016
65095,43,7,1,4,6490,75.0,2016
99151,13,7,1,4,6490,82.0,2016
31000,49,7,1,4,6500,60.0,2016
38000,48,7,1,4,6500,71.0,2016
74900,55,7,1,4,6500,69.0,2016
57469,43,7,1,4,6600,69.0,2016
44060,49,7,1,4,11280,86.0,2017
97233,57,2,1,4,11475,90.0,2017
19250,43,7,1,4,11500,101.0,2017
64100,23,7,1,4,11500,125.0,2017
229841,57,2,0,4,11670,150.0,2017
15702,23,7,0,4,11850,101.0,2017
53337,49,2,1,4,11980,116.0,2017
51889,55,5,0,4,12240,99.0,2017
32500,43,7,1,4,12490,150.0,2017
96200,23,2,1,4,12490,101.0,2017
11000,60,7,0,4,12590,71.0,2017
22057,49,7,1,4,12840,86.0,2017
79198,31,7,1,4,12990,135.0,2017
25752,23,7,0,4,12990,105.0,2017
87340,49,7,0,4,13480,110.0,2017
25792,48,7,1,4,13989,132.0,2017
23670,55,5,0,4,13999,101.0,2017
46124,55,5,0,4,14190,99.0,2017
34700,57,7,1,4,14775,110.0,2017
78555,55,5,0,4,14920,136.0,2017
82434,49,2,1,4,10680,116.0,2018
10502,55,7,0,4,10970,72.0,2018
73861,49,7,1,4,10980,110.0,2018
25511,53,7,1,4,10989,111.0,2018
20861,22,7,1,4,12310,120.0,2018
59186,23,7,1,4,12390,125.0,2018
10,25,7,1,4,12440,84.0,2018
19669,22,7,1,4,12470,120.0,2018
73980,57,2,1,4,12670,116.0,2018
68670,42,2,1,4,13590,110.0,2018
88830,55,5,0,4,13666,101.0,2018
28000,31,7,1,4,13950,101.0,2018
19500,43,2,1,4,13980,110.0,2018
63691,48,2,1,4,13989,110.0,2018
33192,23,7,0,4,14250,101.0,2018
31492,55,5,0,4,14260,99.0,2018
36863,49,2,1,4,14680,95.0,2018
32106,55,5,0,4,14953,99.0,2018
18810,49,2,1,4,14980,95.0,2018
45005,23,7,1,4,14990,125.0,2018
22110,58,7,0,4,36980,190.0,2019
34033,5,2,0,4,36989,190.0,2019
6003,57,2,0,4,36990,150.0,2019
8965,31,2,0,0,36990,200.0,2019
12845,5,2,0,4,37390,163.0,2019
3750,49,2,0,4,37550,190.0,2019
50807,5,2,0,4,37650,190.0,2019
8753,57,2,1,4,37989,177.0,2019
0,25,7,0,0,23450,140.0,2020
10,25,5,0,0,23650,105.0,2020
7410,23,2,0,1,23698,120.0,2020
9614,23,7,0,1,23750,150.0,2020
11000,48,7,1,0,23780,140.0,2020
450,25,7,1,3,23790,159.0,2020
15,23,7,1,4,23790,150.0,2020
5,31,7,0,0,23790,140.0,2020
2222,45,2,0,0,23875,131.0,2020
100,42,2,0,3,23884,116.0,2020
13345,23,7,0,1,23898,140.0,2020
7500,23,5,1,1,23950,125.0,2020
2500,23,5,1,1,23950,155.0,2020
12,25,7,0,3,23950,141.0,2020
12068,23,7,1,4,23950,155.0,2020
10,25,7,0,0,23950,140.0,2020
5,30,7,0,3,23970,150.0,2020
15000,1,7,1,4,23975,179.0,2020
8000,42,7,0,0,23980,159.0,2020
11369,57,7,0,4,23990,150.0,2020
170306,50,7,0,4,4499,105.0,2011
163094,22,2,1,4,4499,101.0,2011
78350,23,7,1,4,4499,150.0,2011
105000,50,7,1,4,4499,69.0,2011
71250,55,7,1,4,4500,69.0,2011
123500,22,7,0,4,4500,69.0,2011
168500,45,9,1,4,4500,120.0,2011
141000,24,7,1,4,4500,90.0,2011
115000,31,7,1,4,4500,90.0,2011
41725,45,7,1,4,4500,68.0,2011
200000,57,2,1,4,4500,75.0,2011
177000,57,7,1,4,4500,86.0,2011
12500,18,7,1,4,4500,75.0,2011
79000,43,7,1,4,4555,69.0,2011
75383,31,7,1,4,4590,97.0,2011
69000,25,7,1,4,4599,69.0,2011
80415,23,7,1,4,4599,82.0,2011
100000,43,7,1,4,4600,87.0,2011
167000,48,9,1,4,4650,131.0,2011
74600,60,2,0,4,4900,54.0,2012
215000,23,2,1,4,4900,116.0,2012
49000,11,7,1,4,4900,82.0,2012
81000,55,7,1,4,4900,68.0,2012
116000,49,7,1,4,4950,86.0,2012
70735,19,7,1,4,4950,69.0,2012
101350,50,7,1,4,4950,69.0,2012
109125,23,7,1,4,4976,82.0,2012
154000,3,2,1,4,4980,84.0,2012
149040,43,7,1,4,4980,86.0,2012
125000,13,7,1,4,4990,95.0,2012
162000,43,7,1,4,4990,120.0,2012
121015,50,7,1,4,4990,69.0,2012
74460,50,7,1,4,4990,75.0,2012
35637,25,7,1,4,4990,69.0,2012
180000,57,7,1,4,4990,105.0,2012
130690,25,7,1,4,4990,109.0,2012
193000,13,7,0,4,4990,156.0,2012
144000,43,7,1,4,5870,140.0,2013
144000,43,9,1,4,5870,140.0,2013
55000,48,7,0,4,5890,75.0,2013
31829,11,7,1,4,5890,82.0,2013
43000,53,7,1,4,5900,94.0,2013
65988,43,2,1,4,5950,75.0,2013
106122,45,7,1,4,5950,82.0,2013
75500,45,7,1,4,5950,68.0,2013
129375,45,7,1,4,5950,132.99098671726756,2013
68678,43,7,1,4,5980,69.0,2013
104367,50,7,1,4,5980,86.0,2013
99231,48,7,1,4,5980,102.0,2013
120000,11,2,1,4,5989,131.0,2013
55080,60,7,0,4,5990,71.0,2013
88000,23,7,1,4,5990,60.0,2013
54400,22,7,1,4,5990,86.0,2013
85594,57,7,1,4,5999,60.0,2014
101000,25,7,1,4,5999,86.0,2014
101000,25,7,1,4,5999,86.0,2014
48000,22,7,1,4,6000,69.0,2014
63263,50,7,1,4,6000,75.0,2014
98000,23,2,1,4,6100,95.0,2014
56000,48,7,1,4,6150,71.0,2014
146500,13,2,1,4,6200,90.0,2014
90000,49,7,1,4,6200,105.0,2014
70000,22,7,1,4,6200,86.0,2014
65390,43,7,1,4,6233,86.0,2014
62925,49,7,1,4,6250,60.0,2014
58947,49,7,1,4,6260,60.0,2014
58000,43,7,1,4,6290,87.0,2014
97600,42,7,1,4,6290,80.0,2014
70000,23,7,1,4,6290,60.0,2014
99850,39,2,1,4,6299,75.0,2014
118668,22,7,1,4,6299,86.0,2014
77159,50,7,1,4,6300,86.0,2014
43030,45,7,1,4,6390,68.0,2014
16850,55,7,1,4,6777,69.0,2015
180000,48,2,1,4,6790,131.0,2015
96900,60,7,1,4,6790,71.0,2015
123209,43,7,1,4,6800,116.0,2015
118500,43,2,1,4,6800,95.0,2015
26000,60,3,1,4,6800,48.0,2015
45500,22,7,1,4,6800,69.0,2015
41721,48,3,0,4,6850,58.0,2015
86771,13,7,1,4,6880,68.0,2015
55100,49,7,1,4,6880,60.0,2015
20851,49,7,1,4,6880,60.0,2015
21215,49,7,1,4,6880,60.0,2015
39730,49,7,1,4,6880,60.0,2015
41400,49,7,1,4,6880,60.0,2015
22400,49,7,1,4,6880,75.0,2015
30000,45,7,1,4,6890,82.0,2015
83899,13,7,1,4,6890,68.0,2015
51116,57,7,1,4,6896,60.0,2015
27001,45,7,1,4,6899,69.0,2015
157300,31,2,1,4,6250,116.0,2016
47500,13,7,1,4,6250,82.0,2016
35400,45,7,1,4,6290,69.0,2016
63000,60,7,1,4,6290,71.0,2016
76000,60,7,1,4,6290,71.0,2016
71500,60,7,1,4,6290,71.0,2016
98000,49,7,1,4,6299,75.0,2016
73000,31,7,1,4,6300,65.0,2016
90362,50,7,1,4,6350,75.0,2016
82700,23,7,1,4,6380,60.0,2016
85000,57,7,1,4,6390,60.0,2016
22500,49,7,1,4,6390,60.0,2016
42200,57,7,1,4,6399,60.0,2016
49500,57,7,1,4,6400,60.0,2016
93500,43,2,1,4,6400,75.0,2016
139000,49,2,1,4,6400,75.0,2016
34563,49,7,1,4,6443,60.0,2016
56000,57,7,1,4,6450,60.0,2016
36000,53,7,1,4,6450,68.0,2016
36000,53,7,1,4,6450,68.0,2016
36500,43,2,1,4,10950,95.0,2017
68265,50,7,1,4,10980,95.0,2017
105356,57,2,0,4,11455,90.0,2017
23810,57,7,1,4,11655,90.0,2017
6046,57,7,1,4,11955,75.0,2017
163400,57,2,0,4,12490,150.0,2017
21388,57,7,1,4,12555,110.0,2017
159000,23,2,1,4,12945,131.0,2017
37908,57,7,1,4,13455,86.0,2017
15700,55,7,1,4,13460,116.0,2017
131285,50,2,0,4,13480,150.0,2017
54119,57,2,1,4,13855,116.0,2017
56096,57,7,1,4,13955,110.0,2017
33656,43,7,1,4,13995,125.0,2017
68371,57,2,0,4,14144,110.0,2017
61725,57,2,1,4,14222,116.0,2017
76511,57,2,1,4,14455,120.0,2017
85401,57,2,1,4,14488,150.0,2017
18800,43,7,1,4,14950,131.0,2017
53400,31,7,1,4,14950,132.0,2017
45472,58,2,0,4,34990,190.0,2018
34666,58,2,0,4,35880,190.0,2018
59168,35,5,0,4,36470,218.0,2018
55959,58,2,0,4,37770,235.0,2018
17411,57,2,0,4,37950,150.0,2020
10,55,7,1,3,9660,72.0,2021
500,55,7,1,0,11760,72.0,2021
500,41,7,1,0,12949,71.0,2021
98231,39,2,0,4,9390,109.0,2011
121000,5,7,1,4,9450,160.0,2011
178500,57,7,0,4,9499,122.0,2011
103000,37,7,1,4,9500,122.0,2011
81350,57,7,1,4,9500,160.0,2011
114276,5,7,1,4,9500,120.0,2011
95623,42,7,1,4,9500,141.0,2011
96000,57,7,1,4,9500,105.0,2011
110000,5,7,1,4,9550,120.0,2011
185000,57,2,0,4,9590,170.0,2011
170000,5,2,1,4,9800,170.0,2011
151000,57,2,1,4,9800,105.0,2011
178000,58,2,1,4,9800,163.0,2011
136000,45,2,1,4,9900,120.0,2011
138353,57,2,1,4,9900,140.0,2011
147000,57,7,1,4,9900,150.0,2011
41819,42,7,1,4,9950,190.0,2011
142324,37,2,1,4,9980,143.0,2011
171822,5,2,0,4,10499,177.0,2012
80000,57,7,1,4,10500,105.0,2012
172000,39,7,0,4,10500,184.0,2012
55000,22,7,1,4,10660,160.0,2012
121000,55,5,0,4,10750,99.0,2012
176510,5,2,1,4,10800,140.0,2012
121427,55,2,0,4,10800,150.0,2012
169686,5,7,0,4,10899,170.0,2012
78007,6,2,1,4,10900,143.0,2012
93651,23,7,1,4,10950,160.0,2012
184500,23,2,0,4,10950,200.0,2012
109000,57,2,1,4,10980,102.0,2012
108000,5,2,1,4,10990,105.0,2012
204280,39,2,0,4,10990,136.0,2012
190267,6,2,1,4,10999,163.0,2012
146500,6,2,1,4,10999,143.0,2012
194700,57,2,0,4,11290,170.0,2012
32500,23,7,1,4,11000,125.0,2013
105434,49,7,1,4,11300,140.0,2013
34000,5,7,1,4,11350,86.0,2013
63000,6,7,0,4,11385,136.0,2013
70632,57,7,1,4,11400,122.0,2013
168960,43,2,1,4,11480,114.0,2013
227248,39,4,0,4,11480,204.0,2013
31000,23,2,1,4,11490,140.0,2013
81000,6,7,1,4,11500,150.0,2013
148000,6,2,1,4,11500,184.0,2013
147000,57,2,0,4,11590,150.0,2013
92999,57,7,1,4,11650,140.0,2013
82430,6,2,1,4,11690,116.0,2013
58429,39,2,1,4,11750,95.0,2013
150400,5,2,0,4,11790,150.0,2013
63400,57,2,1,4,11800,110.0,2013
49699,49,7,1,4,11890,140.0,2013
125600,43,2,0,4,11900,165.0,2013
99900,57,7,1,4,11900,160.0,2013
152110,23,2,1,4,11699,163.0,2014
98600,23,2,1,4,11781,101.0,2014
118400,57,7,1,4,11782,122.0,2014
169800,57,2,0,4,11840,177.0,2014
33200,43,7,1,4,11850,116.0,2014
79350,23,2,1,4,11890,140.0,2014
189900,43,2,0,4,11900,194.0,2014
87472,57,7,0,4,11945,90.0,2014
74000,41,7,1,4,11950,117.0,2014
83600,23,7,1,4,11950,160.0,2014
77000,23,2,0,4,11950,163.0,2014
67500,50,7,0,4,11980,105.0,2014
29700,57,7,1,4,11985,86.0,2014
135800,38,2,1,4,11990,150.0,2014
149000,23,2,1,4,11995,101.0,2014
186600,38,2,0,4,11999,175.0,2014
75000,58,2,1,4,12000,114.0,2014
78124,43,2,1,4,10780,136.0,2015
55623,43,7,1,4,10790,120.0,2015
48435,42,7,1,4,10850,116.0,2015
27500,23,2,1,4,10890,95.0,2015
163500,57,2,1,4,10890,120.0,2015
125113,43,2,0,4,10890,136.0,2015
113400,57,2,1,4,10900,110.0,2015
89000,23,7,1,4,10950,101.0,2015
89521,50,7,1,4,10980,110.0,2015
82000,57,7,1,4,10990,110.0,2015
127942,43,2,1,4,10990,136.0,2015
59750,57,7,1,4,10990,105.0,2015
106500,57,2,1,4,10995,110.0,2015
41700,57,7,1,4,11000,75.0,2015
70000,37,7,1,4,11000,102.0,2015
